StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder_ID,Post_ID,Attribution_Presence,Attribution_Number,Sender_Relevance_1,Evaluation_1,PresenceIndividual_1,SpecificIndividual_1,PresenceCollective_1,SpecificCollective_1,PresenceSystems_1,PresenceNetwork_1,Economy_1,SocialPolicies_1,PoliticsHumanRight_1,ExternalRelations_1
2025-05-11 16:46:34,2025-05-11 16:47:32,IP Address,217.105.28.25,100,57,True,2025-05-11 16:47:32,R_2wkHcLUcFKjm0eJ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,136L,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,No,Yes,
2025-05-11 16:47:34,2025-05-11 16:48:06,IP Address,217.105.28.25,100,31,True,2025-05-11 16:48:06,R_23qjZdvbA0ydGa0,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,137L,No,,,,,,,,,,,,,
2025-05-11 16:48:07,2025-05-11 16:48:39,IP Address,217.105.28.25,100,32,True,2025-05-11 16:48:40,R_2AnbL7hm09iGgDL,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,138L,No,,,,,,,,,,,,,
2025-05-11 16:48:40,2025-05-11 16:51:26,IP Address,217.105.28.25,100,165,True,2025-05-11 16:51:26,R_2QIZKn1LmjJ8E37,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,140L,No,,,,,,,,,,,,,
2025-05-11 16:51:27,2025-05-11 16:51:38,IP Address,217.105.28.25,100,10,True,2025-05-11 16:51:38,R_21Ek3Jbwn9neV6P,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,142L,No,,,,,,,,,,,,,
2025-05-11 16:51:40,2025-05-11 16:51:50,IP Address,217.105.28.25,100,10,True,2025-05-11 16:51:51,R_2wF74CsTJjiFysv,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,143L,No,,,,,,,,,,,,,
2025-05-11 16:51:52,2025-05-11 16:52:01,IP Address,217.105.28.25,100,9,True,2025-05-11 16:52:01,R_8wzrNir2ulJObzj,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,145L,No,,,,,,,,,,,,,
2025-05-11 16:52:02,2025-05-11 16:52:12,IP Address,217.105.28.25,100,9,True,2025-05-11 16:52:12,R_8k058aslqAE4B0P,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,146L,No,,,,,,,,,,,,,
2025-05-11 16:52:13,2025-05-11 16:52:21,IP Address,217.105.28.25,100,8,True,2025-05-11 16:52:21,R_2pb7ywxjOIc0oJF,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,147L,No,,,,,,,,,,,,,
2025-05-11 16:52:23,2025-05-11 16:52:32,IP Address,217.105.28.25,100,9,True,2025-05-11 16:52:32,R_2zU42VSK283ftER,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,148L,No,,,,,,,,,,,,,
2025-05-11 16:52:34,2025-05-11 16:52:47,IP Address,217.105.28.25,100,13,True,2025-05-11 16:52:47,R_2qKILSkvjvQEmAu,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,149L,No,,,,,,,,,,,,,
2025-05-11 16:52:48,2025-05-11 16:53:10,IP Address,217.105.28.25,100,21,True,2025-05-11 16:53:10,R_2LD8bB5YRUru3v3,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,141L,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-11 16:53:11,2025-05-11 16:54:15,IP Address,217.105.28.25,100,64,True,2025-05-11 16:54:15,R_2GvUY25QU1kAEpa,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,144L,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,Yes,
2025-05-11 16:54:17,2025-05-11 16:55:14,IP Address,217.105.28.25,100,56,True,2025-05-11 16:55:14,R_8VoireGFXVhNuyR,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,150L,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,No,Yes
2025-05-11 16:55:15,2025-05-11 17:05:48,IP Address,217.105.28.25,100,632,True,2025-05-11 17:05:48,R_8ezpDj1RJ6etIw5,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,152L,No,,,,,,,,,,,,,
2025-05-11 17:05:49,2025-05-11 17:06:03,IP Address,217.105.28.25,100,14,True,2025-05-11 17:06:04,R_8fp1R8xd3E9vdPH,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,154L,No,,,,,,,,,,,,,
2025-05-11 17:06:05,2025-05-11 17:06:12,IP Address,217.105.28.25,100,7,True,2025-05-11 17:06:13,R_8NcCW41sQUZUEbT,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,155L,No,,,,,,,,,,,,,
2025-05-11 17:06:14,2025-05-11 17:06:31,IP Address,217.105.28.25,100,17,True,2025-05-11 17:06:32,R_86UPs5IbXr231aV,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,158L,No,,,,,,,,,,,,,
2025-05-11 17:06:33,2025-05-11 17:06:44,IP Address,217.105.28.25,100,10,True,2025-05-11 17:06:44,R_8P6v9GohX30kolX,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,159L,No,,,,,,,,,,,,,
2025-05-11 17:06:45,2025-05-11 17:06:54,IP Address,217.105.28.25,100,8,True,2025-05-11 17:06:54,R_8KUrR56kjmdDAtL,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,160L,No,,,,,,,,,,,,,
2025-05-11 17:06:55,2025-05-11 17:07:08,IP Address,217.105.28.25,100,12,True,2025-05-11 17:07:08,R_8nE0H5QCEHhIJeF,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,161L,No,,,,,,,,,,,,,
2025-05-11 17:07:09,2025-05-11 17:07:19,IP Address,217.105.28.25,100,9,True,2025-05-11 17:07:19,R_8W3VVSrbjPBN4Zj,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,162L,No,,,,,,,,,,,,,
2025-05-11 17:07:20,2025-05-11 17:07:28,IP Address,217.105.28.25,100,8,True,2025-05-11 17:07:29,R_81LT4Qku73FCdnb,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,163L,No,,,,,,,,,,,,,
2025-05-11 17:07:31,2025-05-11 17:07:40,IP Address,217.105.28.25,100,8,True,2025-05-11 17:07:40,R_8Tz0alpNxKlhMBg,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,164L,No,,,,,,,,,,,,,
2025-05-11 17:07:41,2025-05-11 17:07:51,IP Address,217.105.28.25,100,10,True,2025-05-11 17:07:52,R_81oSSYmTKTrlqI4,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,165L,No,,,,,,,,,,,,,
2025-05-11 17:07:52,2025-05-11 17:08:00,IP Address,217.105.28.25,100,7,True,2025-05-11 17:08:00,R_82a5i66M6HPMgal,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,166L,No,,,,,,,,,,,,,
2025-05-11 17:08:01,2025-05-11 17:08:21,IP Address,217.105.28.25,100,20,True,2025-05-11 17:08:22,R_8FJxjTSxPeYQYCJ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,168L,No,,,,,,,,,,,,,
2025-05-11 17:08:23,2025-05-11 17:08:33,IP Address,217.105.28.25,100,10,True,2025-05-11 17:08:34,R_2kJYjBDeWKp9npv,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,169L,No,,,,,,,,,,,,,
2025-05-11 17:08:35,2025-05-11 17:08:44,IP Address,217.105.28.25,100,9,True,2025-05-11 17:08:45,R_8tfKfPv7zh4hjkD,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,170L,No,,,,,,,,,,,,,
2025-05-11 17:08:45,2025-05-11 17:08:59,IP Address,217.105.28.25,100,13,True,2025-05-11 17:08:59,R_2vdfimABRagavka,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,171L,No,,,,,,,,,,,,,
2025-05-11 17:09:00,2025-05-11 17:09:09,IP Address,217.105.28.25,100,8,True,2025-05-11 17:09:09,R_2TNQsf7nRLO0PiA,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,172L,No,,,,,,,,,,,,,
2025-05-11 17:09:10,2025-05-11 17:09:21,IP Address,217.105.28.25,100,10,True,2025-05-11 17:09:21,R_2nI9NZ4QuW5mJTI,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,173L,No,,,,,,,,,,,,,
2025-05-11 17:09:22,2025-05-11 17:09:30,IP Address,217.105.28.25,100,7,True,2025-05-11 17:09:30,R_8HBUqJALyRSxe61,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,176L,No,,,,,,,,,,,,,
2025-05-11 17:09:31,2025-05-11 17:09:40,IP Address,217.105.28.25,100,9,True,2025-05-11 17:09:41,R_2NfzA2Ue9lL1YJP,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,179L,No,,,,,,,,,,,,,
2025-05-11 17:09:42,2025-05-11 17:10:16,IP Address,217.105.28.25,100,34,True,2025-05-11 17:10:16,R_2uBBMWXsngN2BoM,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,151L,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,Yes,,,
2025-05-11 17:10:19,2025-05-11 17:10:57,IP Address,217.105.28.25,100,37,True,2025-05-11 17:10:57,R_83YnfjnwJeAaDqV,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,153L,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,Yes,
2025-05-11 17:10:58,2025-05-11 17:11:23,IP Address,217.105.28.25,100,25,True,2025-05-11 17:11:23,R_2qld6GUf22RsNeV,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,156L,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-11 17:11:24,2025-05-11 17:12:26,IP Address,217.105.28.25,100,61,True,2025-05-11 17:12:26,R_2j0qn6kICWuteO2,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,157L,Yes,First,Yes,Negatively,Yes,Barack Obama,,,,,No,No,No,Yes
2025-05-11 17:12:28,2025-05-11 17:13:11,IP Address,217.105.28.25,100,42,True,2025-05-11 17:13:11,R_2BWzBL7qdsvhxbX,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,167L,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,Yes,
2025-05-11 17:13:12,2025-05-11 17:14:12,IP Address,217.105.28.25,100,60,True,2025-05-11 17:14:13,R_8n6H3hHj974Mp9P,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,174L,Yes,First,Yes,Negatively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-11 17:14:14,2025-05-11 17:15:27,IP Address,217.105.28.25,100,73,True,2025-05-11 17:15:28,R_80ZdWWY9J0M0pSk,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,175L,Yes,First,Yes,Positively,No,,No,,Yes,,No,No,Yes,
2025-05-11 17:15:29,2025-05-11 17:16:31,IP Address,217.105.28.25,100,61,True,2025-05-11 17:16:31,R_2EcJbtFkTkfs1kg,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,177L,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,Yes,
2025-05-11 17:16:32,2025-05-11 17:17:19,IP Address,217.105.28.25,100,47,True,2025-05-11 17:17:19,R_8aErOgxDMdk8qKB,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,177L,Yes,Second,Yes,Positively,Yes,Other Individuals,,,,,No,No,Yes,
2025-05-11 17:17:20,2025-05-11 17:19:05,IP Address,217.105.28.25,100,105,True,2025-05-11 17:19:06,R_2HuUeV0WZL21Azf,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,178L,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,No,Yes
2025-05-11 17:19:07,2025-05-11 17:19:28,IP Address,217.105.28.25,100,21,True,2025-05-11 17:19:28,R_8mahRpOOAjhLswF,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,180L,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-11 17:26:18,2025-05-11 17:27:19,IP Address,217.117.235.2,100,60,True,2025-05-11 17:27:19,R_2PITT3kEtvK7GIV,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,135F,No,,,,,,,,,,,,,
2025-05-11 17:27:22,2025-05-11 17:28:13,IP Address,217.117.235.2,100,50,True,2025-05-11 17:28:13,R_8gj2hHXnEeqEayY,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,136F,No,,,,,,,,,,,,,
2025-05-11 17:28:14,2025-05-11 17:28:55,IP Address,217.117.235.2,100,40,True,2025-05-11 17:28:55,R_20q1zw2wfpbdVjH,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,137F,No,,,,,,,,,,,,,
2025-05-11 17:28:56,2025-05-11 17:29:25,IP Address,217.117.235.2,100,28,True,2025-05-11 17:29:25,R_8nefuwnZp4GNMel,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,138F,No,,,,,,,,,,,,,
2025-05-11 17:29:38,2025-05-11 17:29:57,IP Address,217.117.235.2,100,18,True,2025-05-11 17:29:57,R_8EgKzA45Yjdlyew,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,139F,No,,,,,,,,,,,,,
2025-05-11 17:29:58,2025-05-11 17:30:25,IP Address,217.117.235.2,100,26,True,2025-05-11 17:30:25,R_8qUgYrX8KQ7cOnD,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,140F,No,,,,,,,,,,,,,
2025-05-11 17:30:26,2025-05-11 17:30:52,IP Address,217.117.235.2,100,26,True,2025-05-11 17:30:52,R_8DAOTwSGMWHfgkY,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,141F,No,,,,,,,,,,,,,
2025-05-11 17:30:53,2025-05-11 17:31:03,IP Address,217.117.235.2,100,9,True,2025-05-11 17:31:03,R_8gj1QjFoBam8uNr,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,142F,No,,,,,,,,,,,,,
2025-05-11 17:19:29,2025-05-11 17:31:13,IP Address,217.105.28.25,100,704,True,2025-05-11 17:31:14,R_8WlFUL17ilIrI6B,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,139L,No,,,,,,,,,,,,,
2025-05-11 17:31:04,2025-05-11 17:32:20,IP Address,217.117.235.2,100,76,True,2025-05-11 17:32:20,R_8S0vIDFMtdSeBp1,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,143F,No,,,,,,,,,,,,,
2025-05-11 17:32:21,2025-05-11 17:35:09,IP Address,217.117.235.2,100,167,True,2025-05-11 17:35:09,R_20S4DIaGgFUssrc,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,144F,No,,,,,,,,,,,,,
2025-05-11 17:35:10,2025-05-11 17:35:30,IP Address,217.117.235.2,100,20,True,2025-05-11 17:35:31,R_2UsHEqNtg7r3XyN,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,145F,No,,,,,,,,,,,,,
2025-05-11 17:31:14,2025-05-11 17:35:49,IP Address,217.105.28.25,100,275,True,2025-05-11 17:35:49,R_2e8pXLJ1CbJgrl3,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,181L,No,,,,,,,,,,,,,
2025-05-11 17:35:51,2025-05-11 17:36:00,IP Address,217.105.28.25,100,9,True,2025-05-11 17:36:01,R_2hu9HevVCXg4cme,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,182L,No,,,,,,,,,,,,,
2025-05-11 17:36:01,2025-05-11 17:36:09,IP Address,217.105.28.25,100,7,True,2025-05-11 17:36:09,R_8opokEMnz72rj2x,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,184L,No,,,,,,,,,,,,,
2025-05-11 17:36:10,2025-05-11 17:36:27,IP Address,217.105.28.25,100,16,True,2025-05-11 17:36:27,R_8PcIYt5N2Qz2moW,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,185L,No,,,,,,,,,,,,,
2025-05-11 17:36:28,2025-05-11 17:36:36,IP Address,217.105.28.25,100,7,True,2025-05-11 17:36:37,R_8Lkd3xSkL2C8MTT,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,186L,No,,,,,,,,,,,,,
2025-05-11 17:36:38,2025-05-11 17:36:47,IP Address,217.105.28.25,100,9,True,2025-05-11 17:36:47,R_2EyKSPvpidUfxZT,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,189L,No,,,,,,,,,,,,,
2025-05-11 17:35:32,2025-05-11 17:36:54,IP Address,217.117.235.2,100,82,True,2025-05-11 17:36:54,R_8oheSD4C0liwTxQ,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,146F,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,Yes,,,
2025-05-11 17:36:48,2025-05-11 17:36:56,IP Address,217.105.28.25,100,8,True,2025-05-11 17:36:56,R_2zUAvKssT7g098L,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,190L,No,,,,,,,,,,,,,
2025-05-11 17:36:58,2025-05-11 17:37:10,IP Address,217.105.28.25,100,12,True,2025-05-11 17:37:10,R_2ouuuMxWjGxrSVP,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,191L,No,,,,,,,,,,,,,
2025-05-11 17:37:12,2025-05-11 17:37:20,IP Address,217.105.28.25,100,7,True,2025-05-11 17:37:20,R_2fJX3n47rJtltue,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,192L,No,,,,,,,,,,,,,
2025-05-11 17:37:21,2025-05-11 17:37:28,IP Address,217.105.28.25,100,6,True,2025-05-11 17:37:28,R_2p5MmF21MDWADnf,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,193L,No,,,,,,,,,,,,,
2025-05-11 17:37:31,2025-05-11 17:37:39,IP Address,217.105.28.25,100,8,True,2025-05-11 17:37:39,R_24BODq78HU1NaJf,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,194L,No,,,,,,,,,,,,,
2025-05-11 17:37:40,2025-05-11 17:37:48,IP Address,217.105.28.25,100,7,True,2025-05-11 17:37:48,R_2g70qI46hdA3YNy,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,195L,No,,,,,,,,,,,,,
2025-05-11 17:37:49,2025-05-11 17:37:56,IP Address,217.105.28.25,100,7,True,2025-05-11 17:37:57,R_8EpHOyUj2fxGm1r,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,196L,No,,,,,,,,,,,,,
2025-05-11 17:37:57,2025-05-11 17:38:08,IP Address,217.105.28.25,100,10,True,2025-05-11 17:38:08,R_2PXLrOr6xl1Rtrt,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,197L,No,,,,,,,,,,,,,
2025-05-11 17:38:09,2025-05-11 17:38:16,IP Address,217.105.28.25,100,7,True,2025-05-11 17:38:17,R_2rZOBAgLpqRoNoR,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,198L,No,,,,,,,,,,,,,
2025-05-11 17:38:17,2025-05-11 17:38:28,IP Address,217.105.28.25,100,10,True,2025-05-11 17:38:28,R_8dE6H4TfMtiDquX,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,199L,No,,,,,,,,,,,,,
2025-05-11 17:38:29,2025-05-11 17:39:22,IP Address,217.105.28.25,100,52,True,2025-05-11 17:39:23,R_2EuJ2RtBAALVAPp,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,183L,No,,,,,,,,,,,,,
2025-05-11 17:39:24,2025-05-11 17:40:11,IP Address,217.105.28.25,100,47,True,2025-05-11 17:40:12,R_2GebDOr5IA3VfKW,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,187L,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,No,Yes,
2025-05-11 17:40:15,2025-05-11 17:40:44,IP Address,217.105.28.25,100,29,True,2025-05-11 17:40:44,R_8o1ngGMRGjnXGPH,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,188L,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,Yes,,,
2025-05-11 17:40:45,2025-05-11 17:41:36,IP Address,217.105.28.25,100,50,True,2025-05-11 17:41:36,R_8wRzNCUnABe9kJH,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,200L,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,No,Yes,
2025-05-11 17:36:55,2025-05-11 17:52:10,IP Address,217.117.235.2,100,914,True,2025-05-11 17:52:10,R_8r1l3peZhuQX6il,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,147F,No,,,,,,,,,,,,,
2025-05-11 17:52:11,2025-05-11 17:54:03,IP Address,217.117.235.2,100,112,True,2025-05-11 17:54:04,R_2Ejg3ZBSyD2L9xD,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,148F,Yes,First,Yes,Negatively,Yes,Other Individuals,,,,,No,No,Yes,
2025-05-11 17:54:04,2025-05-11 17:54:39,IP Address,217.117.235.2,100,34,True,2025-05-11 17:54:39,R_82tBusI2jMBvMjk,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,149F,No,,,,,,,,,,,,,
2025-05-11 17:54:46,2025-05-11 17:57:41,IP Address,217.117.235.2,100,174,True,2025-05-11 17:57:42,R_8iJ8OJ4Sr4XkvMX,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,150F,No,,,,,,,,,,,,,
2025-05-11 17:57:43,2025-05-11 17:59:11,IP Address,217.117.235.2,100,88,True,2025-05-11 17:59:12,R_8F0YysubWjPQVz3,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,151F,No,,,,,,,,,,,,,
2025-05-11 17:59:13,2025-05-11 17:59:41,IP Address,217.117.235.2,100,27,True,2025-05-11 17:59:41,R_2EQOY2V2tY9SHMu,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,152F,No,,,,,,,,,,,,,
2025-05-11 17:59:43,2025-05-11 18:03:37,IP Address,217.117.235.2,100,234,True,2025-05-11 18:03:38,R_2CHk7VzxgxMiXwl,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,153F,Yes,First,Yes,Positively,No,,Yes,Conservative: Republicans/Right-wing ideologists,,,No,No,Yes,
2025-05-11 18:03:40,2025-05-11 18:05:26,IP Address,217.117.235.2,100,106,True,2025-05-11 18:05:27,R_8fOACwjgpeERnsq,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,154F,No,,,,,,,,,,,,,
2025-05-11 17:41:37,2025-05-11 20:10:34,IP Address,217.105.28.25,100,8936,True,2025-05-11 20:10:35,R_8s0D5u5sau2UoTn,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,201L,No,,,,,,,,,,,,,
2025-05-11 20:10:35,2025-05-11 20:10:45,IP Address,217.105.28.25,100,9,True,2025-05-11 20:10:45,R_2ZVeUfEEPRiAtsR,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,202L,No,,,,,,,,,,,,,
2025-05-11 20:10:46,2025-05-11 20:10:54,IP Address,217.105.28.25,100,7,True,2025-05-11 20:10:54,R_2s5FNNCiQmo48WS,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,203L,No,,,,,,,,,,,,,
2025-05-11 20:10:55,2025-05-11 20:11:28,IP Address,217.105.28.25,100,32,True,2025-05-11 20:11:28,R_88ZAMdWAU1q6JqS,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,204L,No,,,,,,,,,,,,,
2025-05-11 20:11:30,2025-05-11 20:13:50,IP Address,217.105.28.25,100,140,True,2025-05-11 20:13:51,R_8s1fWu10IZMgstn,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,206L,No,,,,,,,,,,,,,
2025-05-11 20:13:52,2025-05-11 20:14:00,IP Address,217.105.28.25,100,8,True,2025-05-11 20:14:01,R_2Xjtm4O6CvAa7nm,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,207L,No,,,,,,,,,,,,,
2025-05-11 20:14:02,2025-05-11 20:14:10,IP Address,217.105.28.25,100,7,True,2025-05-11 20:14:10,R_2lczedj4pLXLxPr,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,208L,No,,,,,,,,,,,,,
2025-05-11 20:14:11,2025-05-11 20:14:18,IP Address,217.105.28.25,100,7,True,2025-05-11 20:14:18,R_2haKxzuHK15HNez,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,209L,No,,,,,,,,,,,,,
2025-05-11 20:14:20,2025-05-11 20:14:31,IP Address,217.105.28.25,100,11,True,2025-05-11 20:14:32,R_2cJ4bgVKpaaf35D,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,210L,No,,,,,,,,,,,,,
2025-05-11 20:14:33,2025-05-11 20:14:46,IP Address,217.105.28.25,100,13,True,2025-05-11 20:14:46,R_2co8vS8H9qr4FAG,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,212L,No,,,,,,,,,,,,,
2025-05-11 20:14:48,2025-05-11 20:14:59,IP Address,217.105.28.25,100,11,True,2025-05-11 20:14:59,R_2aIWGImapkc5A0X,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,213L,No,,,,,,,,,,,,,
2025-05-11 20:15:01,2025-05-11 20:15:16,IP Address,217.105.28.25,100,15,True,2025-05-11 20:15:16,R_8pYvnQBYh515pXu,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,214L,No,,,,,,,,,,,,,
2025-05-11 20:15:17,2025-05-11 20:15:25,IP Address,217.105.28.25,100,7,True,2025-05-11 20:15:25,R_8iJqGow1eVT16O2,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,215L,No,,,,,,,,,,,,,
2025-05-11 20:15:26,2025-05-11 20:15:35,IP Address,217.105.28.25,100,8,True,2025-05-11 20:15:35,R_8rSs3DDY59EAG1M,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,216L,No,,,,,,,,,,,,,
2025-05-11 20:15:36,2025-05-11 20:15:49,IP Address,217.105.28.25,100,13,True,2025-05-11 20:15:49,R_8j8j8eDCTloOS0P,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,218L,No,,,,,,,,,,,,,
2025-05-11 20:15:50,2025-05-11 20:15:59,IP Address,217.105.28.25,100,8,True,2025-05-11 20:16:00,R_8gYGPA7qg3xvRAp,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,219L,No,,,,,,,,,,,,,
2025-05-11 20:16:01,2025-05-11 20:16:11,IP Address,217.105.28.25,100,9,True,2025-05-11 20:16:11,R_8PdDfawjk0UH5uz,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,220L,No,,,,,,,,,,,,,
2025-05-11 20:16:12,2025-05-11 20:16:21,IP Address,217.105.28.25,100,9,True,2025-05-11 20:16:22,R_8CJgytiCtO1Rxlp,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,221L,No,,,,,,,,,,,,,
2025-05-11 20:16:23,2025-05-11 20:16:31,IP Address,217.105.28.25,100,8,True,2025-05-11 20:16:32,R_8JFM2Deq0vfU23h,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,222L,No,,,,,,,,,,,,,
2025-05-11 20:16:33,2025-05-11 20:18:54,IP Address,217.105.28.25,100,141,True,2025-05-11 20:18:54,R_8da7RI0HtplD90l,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,224L,No,,,,,,,,,,,,,
